Clinical Annotation ID	Date (YYYY-MM-DD)	Type	Comment
1184753786	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184753786	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184753786	2021-10-12	Update	Change SLCO1B1 named allele *1B to *37
1184753786	2021-10-12	Update	updated allele based on pharmvar update
1184754281	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184754281	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986321	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986585	2014-10-08	Create	Created
1184986585	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986585	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986763	2014-10-08	Create	Created
1184986763	2018-04-05	Update	Checked. Does not need update.
1184986763	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986763	2019-10-15	Update	Added PMID 24950410 to evidence and updated phenotype descriptions.
1184986763	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184987048	2014-10-09	Create	Created
1184987048	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184987048	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184989940	2014-10-24	Create	Created
1184989940	2019-09-10	Update	assigned *2B since SLC6A4 has not a PharmGKB VIP summary
1184989940	2020-04-21	Update	took 2 ADR VAs out sinceCA is about efficacy
1184989940	2020-08-24	Update	combines response evidence
1184989940	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444700423	2015-04-02	Create	
1444700423	2017-05-03	Update	Added PMID 28448657
1444700423	2020-05-05	Update	Added PMID 31666714 to evidence and updated phenotype descriptions
1444700423	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444700445	2015-04-02	Create	
1444700445	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444700445	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444700767	2015-04-02	Create	
1444700767	2016-12-14	Update	Added new study with conflicting results (PMID 27958380)
1444700767	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444700888	2015-04-03	Create	
1444700888	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444700888	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444703107	2015-04-14	Create	
1444703107	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444703107	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444706112	2015-04-28	Create	
1444706112	2017-03-07	Update	
1444706112	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444706112	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444706787	2015-04-30	Create	
1444706787	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444706787	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444706794	2015-04-30	Create	
1444706794	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444706810	2015-04-30	Create	
1444706810	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444706810	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444706818	2015-04-30	Create	
1444706818	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444706818	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444703100	2015-04-14	Create	
1444703100	2018-06-21	Update	Added PMID 29743634
1444703100	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444703100	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444709147	2015-05-14	Create	
1444709147	2016-06-22	Update	added gene
1444709147	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444709147	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1451737600	2022-03-31	Create	Created
1184986174	2018-01-12	Update	
1184986174	2019-02-06	Update	Updated from a Level 3 to a Level 1A due to presence of variant-drug combination in a CPIC guideline
1184986174	2020-10-06	Update	ADR evidence only
1184986174	2021-01-28	Update	Attached CPIC guideline and removed override. Added CPIC function and modified text.
1184986174	2021-02-03	Update	Added rs number to text
1184986174	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
1184986174	2021-05-24	Update	Added DPWG guideline as evidence
1184986174	2022-10-27	Update	Fixed typo that showed HapB3 as Hap3B.
1185000238	2014-11-13	Create	
1185000238	2017-02-01	Update	
1185000238	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1185000238	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607295	2015-01-07	Create	
1444607295	2015-01-07	Update	
1444607295	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444607295	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607302	2015-01-07	Create	
1444607302	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444607302	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607737	2015-01-08	Create	
1444607737	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444607737	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607744	2015-01-08	Create	
1444607744	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607751	2015-01-08	Create	
1444607751	2015-01-08	Update	
1444607751	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607979	2015-01-08	Create	
1444607979	2017-05-05	Update	Added PMIDs 24361227, 28422153 but no change in LOE because one study had no P-value and one was negative association.
1444607979	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444607979	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444608491	2015-01-12	Create	
1444608491	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444665939	2015-01-13	Create	
1444665939	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444667912	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444667912	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444686969	2015-02-02	Create	
1444686969	2017-12-04	Update	
1444686969	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444686969	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444686976	2015-02-02	Create	
1444686976	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444686976	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444686983	2015-02-02	Create	
1444686983	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444686983	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444686990	2015-02-02	Create	
1444686990	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444686990	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444686997	2015-02-02	Create	
1444686997	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444686997	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444687004	2015-02-02	Create	
1444687004	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444687004	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444687025	2015-02-02	Create	
1444687025	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444687025	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444687032	2015-02-02	Create	
1444687032	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444687032	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444700760	2015-04-02	Create	
1444700760	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444700760	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444700999	2015-04-04	Create	
1444700999	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444701007	2015-04-04	Create	
1444701007	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444701007	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444704818	2015-04-20	Create	
1444704818	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444705191	2015-04-22	Create	
1444705191	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444705191	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444705198	2015-04-22	Create	
1444705198	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444705206	2015-04-22	Create	
1444705206	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444705206	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444705222	2015-04-22	Create	
1444705222	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444705222	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444705229	2015-04-22	Create	
1444705229	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444706124	2015-04-28	Create	
1444706124	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1445556297	2015-08-10	Create	
1445556297	2015-09-18	Update	
1445556297	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1445556297	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184999957	2014-11-12	Create	
1184999957	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444705214	2015-04-22	Create	
1444705214	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444672826	2015-01-27	Create	
1444672826	2015-01-27	Update	
1444672826	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444672826	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444672826	2021-04-20	Update	Added 3 new PMIDs and re-wrote as a no association.
1444704833	2015-04-20	Create	
1444704833	2018-04-24	Update	Added PMID 27883323 to evidence
1444704833	2018-06-15	Update	Reviewed.
1444704833	2018-08-16	Update	Added PMID 22277678 to evidence.
1444704833	2019-08-26	Update	Added PMID 18424454 to evidence
1444704833	2019-10-16	Update	Added PMID 25794200 to evidence
1444704833	2019-11-01	Update	Added PMID 28388599 to evidence
1444704833	2019-11-15	Update	Changed annotation to be solely on opioid dosing. Other VAs have been moved to new CAs as appropriate. Changed LOE to 3 given number of studies showing no association.
1444704833	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1445421156	2015-08-07	Create	
1445421156	2018-06-07	Update	
1445421156	2019-10-01	Update	Added PMIDs 23840296 and 27528039 to evidence. Rewrote phenotypes to be on individual alleles, rather than groups. Changed LOE from 3 to 2A as findings have been replicated and CYP2B6 is a VIP.
1445421156	2020-08-13	Update	Added *30 allele and edited phenotype descriptions
1445421156	2021-02-04	Update	updated text
1445421156	2021-03-11	Update	Added PMIDs 33124517 and 25565674
1445421156	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
1444608367	2015-01-12	Create	
1444608367	2015-06-15	Note	Though currently the majority of evidence is from pedigree analyses or case studies, this clinical annotation has been given a level 1B due to the number of supporting studies, the existence of a mechanistic explanation supporting this association, and the appearance of this variant in OMIM (http://omim.org/entry/561000#0001) and Gene Reviews (http://www.ncbi.nlm.nih.gov/books/NBK1422/).
1444608367	2018-03-19	Update	
1444608367	2020-08-03	Update	Removed individual drugs from annotation
1444608367	2021-02-04	Update	Minor edits to phenotype descriptions
1444608367	2021-02-17	Update	Minor edits to phenotype descriptions
1444608367	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
1444608367	2021-05-10	Update	VAs on specific drugs have been moved to new CAs. LOE changed to 2A
1444608367	2021-05-13	Update	Added PMID 16152638 to evidence
1444608367	2021-05-13	Update	Added PMID 18386806 to evidence
1444608367	2021-05-13	Update	Added PMID 19835846 to evidence
1444608367	2021-05-17	Update	Added PMID 21205314 to evidence
1444608367	2021-05-17	Update	Added PMID 21777984 to evidence
1444608367	2021-05-17	Update	Added PMID 23256547 to evidence
1444608367	2021-06-15	Update	Added CPIC guideline to evidence and edited phenotype descriptions
1444706154	2015-04-28	Create	
1444706154	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444668808	2015-01-27	Create	
1444668808	2015-01-27	Update	
1444668808	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444668808	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444668808	2021-09-09	Update	Added PMID 11910301 to evidence and edited phenotype descriptions
1184749280	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184749280	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184764189	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986454	2014-10-07	Create	Created
1184986454	2017-07-11	Update	Added PMID 28689274 and note that information is now contradictory.
1184986454	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986454	2018-12-07	Update	Added CYCSP5 as relevant gene associated with this variant
1184986454	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986756	2014-10-08	Create	Created
1184986756	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986756	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184987411	2014-10-10	Create	Created
1184987411	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444666705	2015-01-15	Create	
1444666705	2015-01-15	Update	
1444666705	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444666705	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444666731	2015-01-15	Create	
1444666731	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444666731	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444666738	2015-01-15	Create	
1444666738	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444667578	2015-01-16	Create	
1444667578	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444667578	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184997925	2014-11-07	Create	
1184997925	2018-01-19	Update	
1184997925	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184997925	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444666717	2015-01-15	Create	
1444666717	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444666717	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444666717	2021-06-22	Update	Added PMID 31870219 to evidence and edited phenotype descriptions.
1184749370	2018-05-15	Update	Added PMID 29748863 and updated the CA w/following haplotypes: for *15/*1A added vs *1A/*1B and *1A/*1A; for *1A/*1A added vs. *1B/*15; for *1B/*1B added vs. *1B/*15.
1184749370	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184749370	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184749370	2021-10-12	Update	Change SLCO1B1 named allele *1A to *1
1184749370	2021-10-12	Update	Change SLCO1B1 named allele *1B to *37
1184749370	2021-10-12	Update	updated allele based on pharmvar update
1184749160	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184749160	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444704914	2015-04-20	Create	
1444704914	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444710680	2015-05-21	Create	
1444710680	2015-05-21	Update	
1444710680	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1183697617	2016-02-22	Update	
1183697617	2021-02-03	Update	Minor edits to phenotype descriptions
1183697617	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1183697617	2021-10-13	Update	Added PMID 25177243 to evidence and made minor edits to phenotype descriptions.
1183697617	2021-10-21	Update	Added PMID 32612964 to evidence
1451640205	2022-01-07	Create	Created
1184756886	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184756886	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184756886	2022-04-07	Update	Removed allopurinol VA from CA
1184747857	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986985	2014-10-09	Create	Created
1184986985	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986985	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986992	2014-10-09	Create	Created
1184986992	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986992	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184987008	2014-10-09	Create	Created
1184987008	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184987008	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184987030	2014-10-09	Create	Created
1184987030	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184987030	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184987041	2014-10-09	Create	Created
1184987041	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184987041	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1185000225	2014-11-13	Create	
1185000225	2016-07-29	Update	
1185000225	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444608377	2015-01-12	Create	
1444608377	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444608377	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444665984	2015-01-13	Create	
1444665984	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444666032	2015-01-13	Create	
1444666032	2016-06-16	Update	
1444666032	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444666038	2015-01-13	Create	
1444666038	2016-06-16	Update	
1444666038	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444667902	2015-01-22	Create	
1444667902	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444667902	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444703473	2015-04-15	Create	
1444703473	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444703473	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444703502	2015-04-15	Create	
1444703502	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444703502	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444703509	2015-04-15	Create	
1444703509	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444703509	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444703985	2015-04-15	Create	
1444703985	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444703985	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444704005	2015-04-15	Create	
1444704005	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444704005	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444704012	2015-04-15	Create	
1444704012	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444704419	2015-04-16	Create	
1444704419	2017-11-23	Update	Changed to level 3 from 4 because there are two positive associations, and 3 negative associations.
1444704419	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444704419	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444705236	2015-04-22	Create	
1444705236	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444705243	2015-04-22	Create	
1444705243	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1445556405	2015-08-10	Create	
1445556405	2015-09-16	Update	
1445556405	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444704426	2015-04-16	Create	
1444704426	2016-06-27	Update	Added PMID 23441093
1444704426	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1185003565	2014-11-25	Create	
1185003565	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1451683665	2022-02-15	Create	Created
1184986201	2017-12-06	Update	Checked - does not need an update.
1184986201	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986298	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986567	2014-10-08	Create	Created
1184986567	2018-02-06	Update	Checked- does not need update.
1184986567	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986567	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986578	2014-10-08	Create	Created
1184986578	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986578	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986654	2014-10-08	Create	Created
1184986654	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986654	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184997025	2014-10-31	Create	Created
1184997025	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184997025	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184997034	2014-10-31	Create	Created
1184997034	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184997043	2014-10-31	Create	Created
1184997043	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184997043	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1185000097	2014-11-12	Create	
1185000097	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1185000097	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444706911	2015-04-30	Create	
1444706911	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184986386	2017-12-11	Update	Added PMID 25519826
1184986386	2018-06-18	Update	Reviewed.
1184986386	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986386	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444699749	2015-03-27	Create	
1444699749	2017-12-06	Update	Added PMID 28819312
1444699749	2021-02-09	Update	updated text
1444699749	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
1451640212	2022-01-07	Create	Created
1184986540	2014-10-08	Create	Created
1184986540	2017-11-16	Update	changed drug to sulfonamides, urea derivatives
1184986540	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184986540	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184997106	2014-10-31	Create	Created
1184997106	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184997106	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184997213	2014-10-31	Create	Created
1184997213	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607697	2015-01-08	Create	
1444607697	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607704	2015-01-08	Create	
1444607704	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444607704	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607716	2015-01-08	Create	
1444607716	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607723	2015-01-08	Create	
1444607723	2021-01-29	Update	Edited phenotype descriptions to include CPIC 'no recommendation'.
1444607723	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607768	2015-01-08	Create	
1444607768	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1444607768	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607775	2015-01-08	Create	
1444607775	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607782	2015-01-08	Create	
1444607782	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607870	2015-01-08	Create	
1444607870	2016-06-16	Update	
1444607870	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1444607960	2015-01-08	Create	
1444607960	2015-01-08	Update	
1444607960	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
